model,threshold,approval_rate,bad_rate_approved,loss_rate_on_approved,realised_loss,margin_earned,net_cost,net_cost_per_application,expected_loss_model,expected_loss_error
logistic_l2,0.0872089913784866,0.5352977286678944,0.047878440366972475,0.048448967889908254,1689900.0,4198383.0,-2508483.0,-384.97283609576425,1272425.3431654966,-417474.6568345034
logistic_l2,0.09083728429613387,0.545426642111725,0.04839617332583005,0.04867191896454699,1729800.0,4268763.0,-2538963.0,-389.65055248618785,1328187.612620648,-401612.387379352
logistic_l2,0.09413322223316356,0.5555555555555556,0.049171270718232046,0.049019337016574585,1774500.0,4326759.0,-2552259.0,-391.6910681399632,1377053.033073114,-397446.966926886
logistic_l2,0.09807344454899637,0.5656844689993862,0.050461204557786216,0.04984061313076506,1837125.0,4392090.0,-2554965.0,-392.1063535911602,1435436.5733626704,-401688.4266373296
logistic_l2,0.10206896762328356,0.5758133824432167,0.05197228144989339,0.05194829424307036,1949100.0,4455945.0,-2506845.0,-384.7214548802947,1499916.3064878287,-449183.6935121713
logistic_l2,0.10618347080030863,0.5857888275015347,0.053183128111082,0.0539854597851716,2060625.0,4528629.0,-2468004.0,-378.76058931860035,1574721.5818603104,-485903.4181396896
logistic_l2,0.10714285714285714,0.5893186003683242,0.05364583333333333,0.054376953125,2088075.0,4553154.0,-2465079.0,-378.31169429097605,1599446.052660287,-488628.9473397131
logistic_l2,0.10979343373610119,0.5959177409453652,0.05459696111254185,0.055941926345609065,2172225.0,4600026.0,-2427801.0,-372.5906998158379,1650839.2756715058,-521385.72432849417
logistic_l2,0.11456064024764134,0.6060466543891958,0.0562167637376551,0.05667447455051912,2238075.0,4664412.0,-2426337.0,-372.3660220994475,1718361.506419592,-519713.4935804079
logistic_l2,0.11864295434972771,0.6161755678330264,0.057285180572851806,0.05745952677459527,2307000.0,4736079.0,-2429079.0,-372.78683241252304,1795979.5005880333,-511020.49941196665
logistic_l2,0.12304838024590703,0.626304481276857,0.058074001470227885,0.05807767703994119,2370150.0,4801041.0,-2430891.0,-373.06491712707185,1869120.2045790392,-501029.79542096076
logistic_l2,0.12833995140579457,0.6362799263351749,0.05861070911722142,0.05890557163531114,2442225.0,4864572.0,-2422347.0,-371.7536832412523,1944695.13992371,-497529.8600762901
logistic_l2,0.13243802595729576,0.6464088397790055,0.06125356125356125,0.06233262108262109,2625450.0,4922172.0,-2296722.0,-352.4742173112339,2031189.1952718631,-594260.8047281369
logistic_l2,0.13649195086284951,0.6565377532228361,0.06217858812529219,0.06259992987377279,2678025.0,4986072.0,-2308047.0,-354.2122467771639,2110041.427895154,-567983.5721048461
logistic_l2,0.14035032838508776,0.6666666666666666,0.0649171270718232,0.06503798342541436,2825250.0,5043771.0,-2218521.0,-340.47283609576425,2197132.3318993133,-628117.6681006867
logistic_l2,0.14442875421522847,0.6767955801104972,0.06643990929705215,0.06617346938775509,2918250.0,5105691.0,-2187441.0,-335.70303867403317,2283795.781485435,-634454.2185145649
logistic_l2,0.149242373261309,0.6867710251688153,0.06793296089385475,0.06707597765363128,3001650.0,5157513.0,-2155863.0,-330.85681399631676,2359344.438572162,-642305.5614278382
logistic_l2,0.15509267698649853,0.6968999386126458,0.06914776480951332,0.06835058357190046,3103800.0,5224509.0,-2120709.0,-325.46178637200734,2460032.2164854594,-643767.7835145406
logistic_l2,0.16058568804988604,0.7070288520564764,0.07054482309528978,0.06915074886042978,3185775.0,5289552.0,-2103777.0,-322.8632596685083,2558552.8545114966,-627222.1454885034
logistic_l2,0.1667867661474585,0.717157765500307,0.07190241814680078,0.07018671089236037,3279825.0,5350734.0,-2070909.0,-317.81906077348066,2657302.5305392975,-622522.4694607025
logistic_l2,0.17412754238915865,0.7272866789441375,0.07364422874024056,0.07284922979531547,3452325.0,5419719.0,-1967394.0,-301.93278084714547,2784850.8908022116,-667474.1091977884
logistic_l2,0.17983798083140143,0.7372621240024555,0.07535387177352207,0.07450041631973355,3579000.0,5474259.0,-1895259.0,-290.8623388581952,2887731.2426226093,-691268.7573773907
logistic_l2,0.18768187166514755,0.7473910374462861,0.07782340862422998,0.07650308008213552,3725700.0,5531616.0,-1805916.0,-277.1510128913444,3002209.472160556,-723490.5278394441
logistic_l2,0.19533224097952398,0.7575199508901166,0.07901134521880065,0.07738401539708266,3819675.0,5593644.0,-1773969.0,-272.2481583793739,3119172.006702855,-700502.9932971448
logistic_l2,0.20410053305601442,0.7676488643339472,0.08076769292283087,0.07895541783286684,3949350.0,5663979.0,-1714629.0,-263.1413443830571,3262689.2486249562,-686660.7513750438
logistic_l2,0.21174461648379933,0.7777777777777778,0.08228097868981847,0.08035418310970797,4072350.0,5742117.0,-1669767.0,-256.25644567219155,3423485.0115400166,-648864.9884599834
logistic_l2,0.22057958013884443,0.7879066912216084,0.08472925594078691,0.08197263342423061,4208475.0,5797638.0,-1589163.0,-243.88627992633516,3552958.8667067066,-655516.1332932934
logistic_l2,0.23054275517256217,0.7978821362799263,0.08693979611463742,0.08358626658972879,4345650.0,5868792.0,-1523142.0,-233.75414364640883,3717612.807951673,-628037.1920483271
logistic_l2,0.24111231113606388,0.8080110497237569,0.08983855650522317,0.08593447293447293,4524450.0,5928021.0,-1403571.0,-215.40377532228362,3876257.7045946014,-648192.2954053986
logistic_l2,0.25268337479213426,0.8181399631675875,0.09078972050271994,0.08650253235790659,4611450.0,5993973.0,-1382523.0,-212.17357274401473,4033695.8283638796,-577754.1716361204
logistic_l2,0.26356590018057424,0.828268876611418,0.09357050213081342,0.08863396331295165,4783575.0,6038757.0,-1255182.0,-192.63075506445674,4174484.691862238,-609090.3081377619
logistic_l2,0.27704706058827083,0.8383977900552486,0.09591799377631338,0.09078665568369028,4959675.0,6104106.0,-1144431.0,-175.63397790055248,4369898.784231686,-589776.215768314
logistic_l2,0.28807326668203354,0.8483732351135667,0.09913169319826338,0.09377849131693199,5184075.0,6151671.0,-967596.0,-148.49539594843463,4545524.247518422,-638550.7524815779
logistic_l2,0.2988483991753901,0.8585021485573971,0.1026099392205935,0.09624776546299606,5384100.0,6201990.0,-817890.0,-125.52025782688766,4727774.87761914,-656325.1223808601
logistic_l2,0.3156452179365879,0.8686310620012277,0.10547703180212015,0.09796245583038869,5544675.0,6247386.0,-702711.0,-107.8439226519337,4893117.332055001,-651557.6679449994
logistic_l2,0.33261849517930625,0.8787599754450584,0.10967516590988474,0.10114390499476074,5791500.0,6285627.0,-494127.0,-75.8328729281768,5075768.648341315,-715731.3516586851
logistic_l2,0.34936458247989033,0.8888888888888888,0.1136049723756906,0.10501553867403315,6082500.0,6326658.0,-244158.0,-37.47053406998158,5291291.572818754,-791208.4271812458
logistic_l2,0.3705596665576611,0.8988643339472069,0.11746627966535769,0.10870198053611063,6366675.0,6357798.0,8877.0,1.3623388581952118,5486899.588328636,-879775.4116713637
logistic_l2,0.39525643370425445,0.9089932473910375,0.12189768698294783,0.11280896505149417,6681675.0,6388110.0,293565.0,45.05294659300184,5703896.563086803,-977778.4369131969
logistic_l2,0.4201712556112054,0.919122160834868,0.12489564201035232,0.11586867590582735,6939375.0,6439734.0,499641.0,76.67909760589319,5984820.408355255,-954554.5916447453
logistic_l2,0.44783845110514253,0.9292510742786986,0.12947976878612716,0.12063666391412058,7304550.0,6480108.0,824442.0,126.52578268876611,6289234.902396748,-1015315.0976032522
logistic_l2,0.47677009968818745,0.9393799877225292,0.13478189838261723,0.12576131351086423,7697850.0,6510600.0,1187250.0,182.20534069981585,6588390.746015986,-1109459.2539840136
logistic_l2,0.5106392656186455,0.9493554327808471,0.13934691238279986,0.1291622211445199,7989975.0,6540030.0,1449945.0,222.5207182320442,6851793.106794092,-1138181.8932059081
logistic_l2,0.5420185906649436,0.9594843462246777,0.14507357645553423,0.13435580614203455,8399925.0,6561198.0,1838727.0,282.18646408839777,7159756.057132104,-1240168.9428678956
logistic_l2,0.5774623957027033,0.9696132596685083,0.15036403925292816,0.1386170465337132,8757825.0,6584949.0,2172876.0,333.4677716390424,7470124.500174438,-1287700.4998255624
logistic_l2,0.6480345233090791,0.9797421731123389,0.15601503759398497,0.14427396616541352,9210450.0,6601581.0,2608869.0,400.3789134438306,7828273.008122086,-1382176.9918779144
logistic_l2,0.7505308187689137,0.9898710865561694,0.16310077519379845,0.15059302325581395,9713250.0,6614631.0,3098619.0,475.5400552486188,8254490.057984166,-1458759.9420158342
logistic_l2,0.9769001041854092,0.9998465316144874,0.170376055257099,0.1577060629316961,10274550.0,6623136.0,3651414.0,560.3766114180479,8770806.915910747,-1503743.084089253
logistic_l2,1.0,1.0,0.17050337630448129,0.1580191068139963,10296525.0,6623136.0,3673389.0,563.7490791896869,8792274.29570022,-1504250.7042997796
lightgbm,0.0,0.0,,,0.0,0.0,-0.0,-0.0,0.0,0.0
lightgbm,0.0005608860185834257,0.0,,,0.0,0.0,-0.0,-0.0,0.0,0.0
lightgbm,0.0032914041067400156,0.010128913443830571,0.0,0.0,0.0,88263.0,-88263.0,-13.545580110497237,1674.772039993068,1674.772039993068
lightgbm,0.004344362426455664,0.020257826887661142,0.0,0.0,0.0,177408.0,-177408.0,-27.226519337016576,4507.706932167981,4507.706932167981
lightgbm,0.005284735990775345,0.03038674033149171,0.005050505050505051,0.001287878787878788,2550.0,267408.0,-264858.0,-40.64732965009208,8140.59476411478,5590.59476411478
lightgbm,0.006101971452081733,0.040515653775322284,0.011363636363636364,0.003721590909090909,9825.0,357768.0,-347943.0,-53.39825046040516,12482.93041908032,2657.9304190803196
lightgbm,0.006969319687462019,0.05064456721915286,0.00909090909090909,0.0029772727272727273,9825.0,461061.0,-451236.0,-69.25046040515653,18069.9092612447,8244.909261244698
lightgbm,0.008048947016922565,0.06062001227747084,0.007594936708860759,0.0024873417721518985,9825.0,536445.0,-526620.0,-80.8195211786372,22787.062770703884,12962.062770703884
lightgbm,0.009034094065110623,0.07074892572130141,0.006507592190889371,0.002131236442516269,9825.0,623898.0,-614073.0,-94.24079189686924,29000.06562472903,19175.06562472903
lightgbm,0.010120132465775257,0.08087783916513198,0.0056925996204933585,0.001864326375711575,9825.0,716607.0,-706782.0,-108.46869244935543,36362.3096270316,26537.309627031602
lightgbm,0.01097148863723255,0.09100675260896256,0.006745362563237774,0.002276559865092749,13500.0,817344.0,-803844.0,-123.3646408839779,45278.489223102726,31778.489223102726
lightgbm,0.012276144912668454,0.10113566605279313,0.007587253414264037,0.004051593323216996,26700.0,913374.0,-886674.0,-136.07642725598527,54767.884667209495,28067.884667209495
lightgbm,0.013410866299908428,0.1111111111111111,0.009668508287292817,0.004651243093922652,33675.0,1006803.0,-973128.0,-149.34438305709023,64935.85188697009,31260.851886970093
lightgbm,0.014632521313841641,0.12124002455494168,0.008860759493670886,0.004262658227848101,33675.0,1094400.0,-1060725.0,-162.7877532228361,75169.1272862954,41494.12728629541
lightgbm,0.01563333905080768,0.13136893799877225,0.011682242990654205,0.01084696261682243,92850.0,1178271.0,-1085421.0,-166.5778084714549,86641.7579009294,-6208.242099070601
lightgbm,0.016670771354484276,0.14149785144260282,0.014099783080260303,0.014227223427331888,131175.0,1265616.0,-1134441.0,-174.10082872928177,99007.63749286428,-32167.362507135724
lightgbm,0.01771988647491733,0.1516267648864334,0.013157894736842105,0.013276821862348177,131175.0,1336491.0,-1205316.0,-184.97790055248618,109140.89476659456,-22034.10523340544
lightgbm,0.018614670612467285,0.16160220994475138,0.013295346628679962,0.01344017094017094,141525.0,1411641.0,-1270116.0,-194.92265193370164,120708.15753426464,-20816.84246573536
lightgbm,0.019544991561693276,0.17173112338858196,0.012511170688114389,0.01264745308310992,141525.0,1500138.0,-1358613.0,-208.50414364640883,134834.81027982652,-6690.189720173483
lightgbm,0.02084393373508467,0.18186003683241253,0.014345991561181435,0.013297468354430379,157575.0,1574577.0,-1417002.0,-217.46500920810314,147603.9487768229,-9971.051223177114
lightgbm,0.02185128279493696,0.1919889502762431,0.014388489208633094,0.013291366906474821,166275.0,1653075.0,-1486800.0,-228.1767955801105,161811.21449070287,-4463.7855092971295
lightgbm,0.022981371352371757,0.20211786372007368,0.015186028853454821,0.014236902050113895,187500.0,1736505.0,-1549005.0,-237.7232965009208,177899.93702954048,-9600.06297045952
lightgbm,0.024074681370468514,0.21209330877839166,0.01447178002894356,0.013567293777134589,187500.0,1815921.0,-1628421.0,-249.9111418047882,193467.38608963176,5967.386089631764
lightgbm,0.025091055437375717,0.2222222222222222,0.014502762430939226,0.014523480662983425,210300.0,1906488.0,-1696188.0,-260.31123388581955,212590.1218301219,2290.121830121905
lightgbm,0.026399557391067,0.23235113566605278,0.015852047556142668,0.015386393659180979,232950.0,1991601.0,-1758651.0,-269.8973296500921,231379.60417852696,-1570.3958214730374
lightgbm,0.0275830977964181,0.24248004910988336,0.01708860759493671,0.016490506329113926,260550.0,2065662.0,-1805112.0,-277.02762430939225,248838.894878757,-11711.105121242988
lightgbm,0.028913456365267147,0.25260896255371396,0.01701093560145808,0.016366950182260025,269400.0,2147634.0,-1878234.0,-288.24953959484344,268357.4098086864,-1042.5901913135895
lightgbm,0.030043641261894575,0.2627378759975445,0.017523364485981307,0.01775554906542056,303975.0,2223819.0,-1919844.0,-294.6353591160221,288140.2204924905,-15834.779507509491
lightgbm,0.031274977501024585,0.2727133210558625,0.019133370849746763,0.019043331457512663,338400.0,2284875.0,-1946475.0,-298.72237569060775,304805.4523164836,-33594.5476835164
lightgbm,0.03248429587567659,0.2828422344996931,0.02170374389582203,0.02020482908301682,372375.0,2374236.0,-2001861.0,-307.22237569060775,329629.1219522265,-42745.8780477735
lightgbm,0.03379292420554853,0.29297114794352364,0.022524882137244632,0.020838135149292825,397800.0,2444607.0,-2046807.0,-314.12016574585635,349924.5032983296,-47875.4967016704
lightgbm,0.035284006265335274,0.3031000613873542,0.02278481012658228,0.020870886075949367,412200.0,2528694.0,-2116494.0,-324.81491712707185,374653.33695109526,-37546.66304890474
lightgbm,0.03690564793804771,0.3132289748311848,0.023517883390494855,0.02150048995590397,438825.0,2605590.0,-2166765.0,-332.52992633517493,398782.69152211695,-40042.30847788305
lightgbm,0.03844999609968944,0.32320441988950277,0.024216524216524215,0.022507122507122505,474000.0,2673144.0,-2199144.0,-337.49907918968694,421322.86547090893,-52677.13452909107
lightgbm,0.03987690983089073,0.3333333333333333,0.02532228360957643,0.023867403314917126,518400.0,2765322.0,-2246922.0,-344.8314917127072,453172.5674196385,-65227.43258036149
lightgbm,0.04158001064313656,0.3434622467771639,0.026362823949955316,0.024748659517426275,553875.0,2843424.0,-2289549.0,-351.3733885819521,481110.8233658577,-72764.17663414229
lightgbm,0.04283642468939713,0.35359116022099446,0.026909722222222224,0.025139973958333336,579225.0,2915370.0,-2336145.0,-358.5244014732965,507430.7106672559,-71794.28933274408
lightgbm,0.04424622903238887,0.36372007366482506,0.02869198312236287,0.027443037974683546,650400.0,2987658.0,-2337258.0,-358.695211786372,536728.4805755971,-113671.51942440285
lightgbm,0.04605812779756077,0.37369551872314305,0.029568788501026694,0.02878336755646817,700875.0,3058092.0,-2357217.0,-361.75828729281767,565508.1889283052,-135366.81107169483
lightgbm,0.04810957784136483,0.3838244321669736,0.031187524990004,0.02999700119952019,750225.0,3130794.0,-2380569.0,-365.34208103130754,596384.7334368647,-153840.26656313532
lightgbm,0.05021133356304893,0.3939533456108042,0.031164783794312426,0.02989189715621348,767325.0,3192462.0,-2425137.0,-372.1818600368324,622497.8800334847,-144827.11996651534
lightgbm,0.05187301969941461,0.40408225905463474,0.03266236232434486,0.031615077857956704,832425.0,3262266.0,-2429841.0,-372.9037753222836,655554.2759560989,-176870.72404390108
lightgbm,0.053917412843317886,0.41421117249846534,0.03260466839570211,0.03175064838829196,856950.0,3341376.0,-2484426.0,-381.28084714548805,691702.0780296107,-165247.92197038932
lightgbm,0.056578323325856654,0.42418661755678333,0.03473227206946455,0.03354920405209841,927300.0,3415329.0,-2488029.0,-381.8337937384899,729514.864177103,-197785.13582289696
lightgbm,0.05883188191488696,0.4343155310006139,0.03568904593639576,0.03462455830388692,979875.0,3483198.0,-2503323.0,-384.18093922651934,765179.8479827516,-214695.15201724845
lightgbm,0.06124408554727532,0.4444444444444444,0.03763812154696133,0.03768387430939226,1091325.0,3553398.0,-2462073.0,-377.8503683241252,807104.817027445,-284220.18297255505
lightgbm,0.06341421190311342,0.454573357888275,0.03781228899392303,0.03760887913571911,1113975.0,3622518.0,-2508543.0,-384.98204419889504,844445.1128950389,-269529.8871049611
lightgbm,0.06587255601134255,0.46470227133210557,0.03896961690885073,0.0392437252311757,1188300.0,3693420.0,-2505120.0,-384.45672191528547,887284.1047083205,-301015.89529167954
lightgbm,0.06850989859138826,0.47467771639042355,0.0404138376980278,0.04102570320077595,1268925.0,3757797.0,-2488872.0,-381.96316758747696,928705.5033769298,-340219.4966230702
lightgbm,0.07088603525526495,0.48480662983425415,0.04178537511870845,0.042096391263057927,1329825.0,3820446.0,-2490621.0,-382.2315837937385,969334.8286000418,-360490.1713999582
lightgbm,0.07356576800895222,0.4949355432780847,0.04186046511627907,0.04276046511627907,1379025.0,3896577.0,-2517552.0,-386.3646408839779,1018552.5598424547,-360472.44015754526
lightgbm,0.07599320812543875,0.5050644567219152,0.04345183834700699,0.04390154968094804,1444800.0,3970143.0,-2525343.0,-387.56031307550643,1069421.8090036432,-375378.1909963568
lightgbm,0.07923233761679052,0.5151933701657458,0.04408698242478403,0.044537533512064346,1495125.0,4037967.0,-2542842.0,-390.24585635359114,1117190.1560348514,-377934.84396514855
lightgbm,0.08223886854915044,0.5253222836095764,0.046158340636868245,0.04815293602103418,1648275.0,4098690.0,-2450415.0,-376.06123388581955,1170600.1748620255,-477674.82513797446
lightgbm,0.08526901892426424,0.5352977286678944,0.047878440366972475,0.04961009174311927,1730400.0,4163499.0,-2433099.0,-373.4037753222836,1222604.1000361517,-507795.8999638483
lightgbm,0.0882044044438932,0.545426642111725,0.04783342712436691,0.04920160382667417,1748625.0,4240251.0,-2491626.0,-382.38581952117863,1279555.1718734475,-469069.8281265525
lightgbm,0.09170866090748973,0.5555555555555556,0.04861878453038674,0.05010704419889503,1813875.0,4312089.0,-2498214.0,-383.39686924493554,1339218.9845706834,-474656.01542931655
lightgbm,0.09526930194598708,0.5656844689993862,0.048833423765599564,0.05115301139446555,1885500.0,4389570.0,-2504070.0,-384.2955801104972,1406466.8127999802,-479033.18720001983
lightgbm,0.09921407005497304,0.5758133824432167,0.050106609808102345,0.05251199360341151,1970250.0,4454496.0,-2484246.0,-381.25322283609574,1467454.7107037627,-502795.2892962373
lightgbm,0.10307546991571344,0.5857888275015347,0.051349227141734344,0.053686795913020696,2049225.0,4527504.0,-2478279.0,-380.3374769797422,1536888.7637947155,-512336.2362052845
lightgbm,0.10627347276071832,0.5959177409453652,0.05279423126448622,0.054195853721349475,2104425.0,4594563.0,-2490138.0,-382.1574585635359,1601061.1166288946,-503363.8833711054
lightgbm,0.10714285714285714,0.5977593615715162,0.05263157894736842,0.05402888318356868,2104425.0,4610988.0,-2506563.0,-384.6781767955801,1615669.4970904633,-488755.5029095367
lightgbm,0.11004871477987457,0.6060466543891958,0.052924791086350974,0.054317548746518104,2145000.0,4681521.0,-2536521.0,-389.2757826887661,1683803.5345607996,-461196.4654392004
lightgbm,0.11377518410238105,0.6161755678330264,0.053798256537982564,0.054883561643835614,2203575.0,4757706.0,-2554131.0,-391.97836095764274,1761398.3126286534,-442176.68737134663
lightgbm,0.11855152982341616,0.626304481276857,0.05464346973780936,0.055352242097525116,2258925.0,4832181.0,-2573256.0,-394.9134438305709,1839862.735568267,-419062.26443173294
lightgbm,0.12298601308500642,0.6362799263351749,0.056198745779064155,0.056649782923299564,2348700.0,4902939.0,-2554239.0,-391.9949355432781,1922017.617509045,-426682.38249095506
lightgbm,0.12766357187567298,0.6464088397790055,0.05745489078822412,0.058230056980056975,2452650.0,4963455.0,-2510805.0,-385.3291896869245,1998068.6162617686,-454581.3837382314
lightgbm,0.13262048735191476,0.6565377532228361,0.0584385226741468,0.0596476157082749,2551725.0,5033340.0,-2481615.0,-380.84944751381215,2086521.0738301815,-465203.9261698185
lightgbm,0.13664298778591186,0.6666666666666666,0.05962246777163904,0.06122582872928177,2659650.0,5097933.0,-2438283.0,-374.19935543278086,2173592.6021718164,-486057.3978281836
lightgbm,0.1414346801257324,0.6767955801104972,0.06235827664399093,0.06343537414965987,2797500.0,5156802.0,-2359302.0,-362.07826887661145,2260889.344847749,-536610.655152251
lightgbm,0.14855588529964214,0.6867710251688153,0.06391061452513966,0.06431899441340783,2878275.0,5221179.0,-2342904.0,-359.56169429097605,2350361.988196971,-527913.0118030291
lightgbm,0.15425715158034706,0.6968999386126458,0.06650517507157014,0.06563862585333627,2980650.0,5269473.0,-2288823.0,-351.26197053407,2426704.964106942,-553945.0358930579
lightgbm,0.15984713859200583,0.7070288520564764,0.06859127414803559,0.06705068374213154,3089025.0,5341347.0,-2252322.0,-345.66022099447514,2537780.082457533,-551244.9175424669
lightgbm,0.16697247367434184,0.717157765500307,0.06976246522576503,0.06883212069334474,3216525.0,5420493.0,-2203968.0,-338.23941068139965,2665952.0654347306,-550572.9345652694
lightgbm,0.17409559704365932,0.7272866789441375,0.07258915382992193,0.07116216501371597,3372375.0,5478246.0,-2105871.0,-323.18462246777165,2774554.439340329,-597820.5606596712
lightgbm,0.18212847618123013,0.7372621240024555,0.07472939217318901,0.07360741049125728,3536100.0,5530095.0,-1993995.0,-306.0151933701657,2880581.765470934,-655518.2345290659
lightgbm,0.18911536636011378,0.7473910374462861,0.07597535934291581,0.0744717659137577,3626775.0,5597289.0,-1970514.0,-302.41160220994476,3001475.3009796822,-625299.6990203178
lightgbm,0.19819166784801132,0.7575199508901166,0.07759319286871962,0.07567919367909239,3735525.0,5668290.0,-1932765.0,-296.61832412523023,3137287.2154072714,-598237.7845927286
lightgbm,0.2068718261830129,0.7676488643339472,0.07916833266693322,0.07714714114354258,3858900.0,5728896.0,-1869996.0,-286.9852670349908,3264375.265141738,-594524.7348582619
lightgbm,0.21561717455895732,0.7777777777777778,0.08089976322020521,0.07816101026045777,3961200.0,5790231.0,-1829031.0,-280.69843462246774,3393402.9052072456,-567797.0947927544
lightgbm,0.22570470150931454,0.7879066912216084,0.0839501363459291,0.08091497857421114,4154175.0,5836815.0,-1682640.0,-258.23204419889504,3521080.919601964,-633094.0803980362
lightgbm,0.2372756565395157,0.7978821362799263,0.08636276206962877,0.08272360069244086,4300800.0,5895396.0,-1594596.0,-244.72007366482504,3668322.5906660575,-632477.4093339425
lightgbm,0.247999091173719,0.8080110497237569,0.08983855650522317,0.08499002849002849,4474725.0,5941215.0,-1466490.0,-225.0598526703499,3802886.7066507833,-671838.2933492167
lightgbm,0.26202330154977493,0.8181399631675875,0.09135246670418308,0.08700900393922341,4638450.0,5992785.0,-1354335.0,-207.847605893186,3954249.9732783735,-684200.0267216265
lightgbm,0.27637965778434875,0.828268876611418,0.09282934963868816,0.08851723179544191,4777275.0,6045363.0,-1268088.0,-194.61141804788213,4109670.979583172,-667604.0204168279
lightgbm,0.29080908411994255,0.8383977900552486,0.09610104338275673,0.09128775398132895,4987050.0,6090660.0,-1103610.0,-169.36924493554326,4275938.380297018,-711111.6197029818
lightgbm,0.3042853151659724,0.8483732351135667,0.09840810419681621,0.0933972503617945,5163000.0,6142770.0,-979770.0,-150.36372007366484,4457500.1619014,-705499.8380985996
lightgbm,0.3207146042166361,0.8585021485573971,0.10100107257776189,0.09618743296388989,5380725.0,6201774.0,-821049.0,-126.00506445672191,4679673.01055103,-701051.9894489702
lightgbm,0.336029083086213,0.8686310620012277,0.10459363957597173,0.1001196996466431,5666775.0,6246675.0,-579900.0,-88.9963167587477,4896791.455574682,-769983.544425318
lightgbm,0.3562451277860128,0.8787599754450584,0.10880195599022005,0.10348978344393993,5925825.0,6290352.0,-364527.0,-55.943370165745854,5113279.2213128405,-812545.7786871595
lightgbm,0.3700383108927622,0.8888888888888888,0.11187845303867404,0.10535997928176796,6102450.0,6341688.0,-239238.0,-36.71546961325967,5333057.97861287,-769392.02138713
lightgbm,0.39042488495237454,0.8988643339472069,0.11575892094929145,0.1094382789824142,6409800.0,6378174.0,31626.0,4.8535911602209945,5564401.8234073445,-845398.1765926555
lightgbm,0.41289951437501243,0.9089932473910375,0.12054702009117002,0.11340790140131689,6717150.0,6422175.0,294975.0,45.26933701657459,5834434.180796392,-882715.8192036077
lightgbm,0.43497312951124134,0.919122160834868,0.12406077809317081,0.11624812155618633,6962100.0,6458103.0,503997.0,77.347605893186,6065336.919206652,-896763.0807933481
lightgbm,0.4668657948940831,0.9292510742786986,0.12931461601981833,0.12138232865400496,7349700.0,6483537.0,866163.0,132.92863720073666,6335832.496817101,-1013867.5031828992
lightgbm,0.49965082172346337,0.9393799877225292,0.1346185263845777,0.12649281163208626,7742625.0,6514704.0,1227921.0,188.44705340699815,6651947.347861975,-1090677.6521380246
lightgbm,0.537571601254312,0.9493554327808471,0.13886194633042354,0.130860814742968,8095050.0,6546771.0,1548279.0,237.61187845303868,6973813.971872939,-1121236.0281270612
lightgbm,0.5715508452638308,0.9594843462246777,0.14411388355726168,0.13636876199616121,8525775.0,6566202.0,1959573.0,300.73250460405154,7303032.113926046,-1222742.8860739544
lightgbm,0.6170844834848725,0.9696132596685083,0.14925609370053813,0.14126187084520417,8924925.0,6592437.0,2332488.0,357.96316758747696,7670313.069018232,-1254611.9309817683
lightgbm,0.6957991351510746,0.9797421731123389,0.15711152882205515,0.14781954887218046,9436800.0,6600321.0,2836479.0,435.3098526703499,8049658.594842041,-1387141.405157959
lightgbm,0.7697301740796022,0.9898710865561694,0.16294573643410853,0.15257674418604653,9841200.0,6617772.0,3223428.0,494.69429097605894,8453103.688702893,-1388096.3112971075
lightgbm,0.9448409211545754,0.9998465316144874,0.170376055257099,0.1580283960092095,10295550.0,6623136.0,3672414.0,563.5994475138122,8872296.862645403,-1423253.1373545974
lightgbm,1.0,1.0,0.17050337630448129,0.1580191068139963,10296525.0,6623136.0,3673389.0,563.7490791896869,8873218.082543528,-1423306.9174564723
